表題：,都道府県・市区町村のすがた（社会・人口統計体系）,,,,,,,,,,,,,
公開日：,2022年6月21日,,,,,,,,,,,,,
,,,,,,,,,,,,,,
***,調査又は集計していないもの,,,,,,,,,,,,,
-,データが得られないもの,,,,,,,,,,,,,
X,数値が秘匿されているもの,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,/項目 コード,E9101,,E9102,,E9103,,E9105,,E9106,
調査年 コード,調査年,地域 コード,地域,/項目,E9101_最終学歴人口（卒業者総数）【人】,注釈,E9102_最終学歴人口（小学校・中学校）【人】,注釈,E9103_最終学歴人口（高校・旧中）【人】,注釈,E9105_最終学歴人口（短大・高専）【人】,注釈,E9106_最終学歴人口（大学・大学院）【人】,注釈
2010100000,2010年度,20304,長野県 川上村,,4150,,1386,,1782,,581,,393,
2010100000,2010年度,20305,長野県 南牧村,,2938,,871,,1310,,393,,318,
2010100000,2010年度,20306,長野県 南相木村,,923,,337,,386,,106,,82,
2010100000,2010年度,20307,長野県 北相木村,,707,,280,,293,,70,,64,
2010100000,2010年度,20309,長野県 佐久穂町,,10040,,2622,,5032,,1409,,946,
2010100000,2010年度,20321,長野県 軽井沢町,,15733,,2048,,6663,,2463,,2888,
2010100000,2010年度,20323,長野県 御代田町,,11848,,2293,,5719,,1738,,1671,
2010100000,2010年度,20324,長野県 立科町,,6406,,1204,,3495,,941,,755,
2010100000,2010年度,20349,長野県 青木村,,3839,,914,,1865,,601,,414,
2010100000,2010年度,20350,長野県 長和町,,5719,,1398,,3016,,739,,552,
2010100000,2010年度,20361,長野県 下諏訪町,,18042,,3576,,9149,,2495,,2661,
2010100000,2010年度,20362,長野県 富士見町,,12611,,2472,,6290,,1708,,1930,
2010100000,2010年度,20363,長野県 原村,,6157,,1302,,2967,,874,,984,
2010100000,2010年度,20382,長野県 辰野町,,17231,,3195,,9349,,2475,,2113,
2010100000,2010年度,20383,長野県 箕輪町,,21169,,3028,,9862,,2841,,2585,
2010100000,2010年度,20384,長野県 飯島町,,8265,,2021,,4367,,1031,,822,
2010100000,2010年度,20385,長野県 南箕輪村,,11154,,1717,,5459,,1724,,1647,
2010100000,2010年度,20386,長野県 中川村,,4154,,1067,,2204,,529,,354,
2010100000,2010年度,20388,長野県 宮田村,,7062,,1115,,2979,,976,,886,
2010100000,2010年度,20402,長野県 松川町,,11044,,2796,,5907,,1341,,900,
2010100000,2010年度,20403,長野県 高森町,,10590,,2319,,5589,,1459,,1116,
2010100000,2010年度,20404,長野県 阿南町,,4501,,1856,,1870,,467,,289,
2010100000,2010年度,20407,長野県 阿智村,,5711,,1978,,2537,,610,,408,
2010100000,2010年度,20409,長野県 平谷村,,475,,185,,186,,54,,50,
2010100000,2010年度,20410,長野県 根羽村,,1006,,402,,443,,86,,74,
2010100000,2010年度,20411,長野県 下條村,,3282,,922,,1656,,437,,258,
2010100000,2010年度,20412,長野県 売木村,,557,,243,,225,,44,,43,
2010100000,2010年度,20413,長野県 天龍村,,1511,,787,,514,,112,,90,
2010100000,2010年度,20414,長野県 泰阜村,,1575,,620,,662,,159,,108,
2010100000,2010年度,20415,長野県 喬木村,,5451,,1661,,2667,,648,,419,
2010100000,2010年度,20416,長野県 豊丘村,,5555,,1661,,2846,,637,,406,
2010100000,2010年度,20417,長野県 大鹿村,,1033,,521,,355,,61,,84,
2010100000,2010年度,20422,長野県 上松町,,4436,,1453,,2181,,480,,317,
2010100000,2010年度,20423,長野県 南木曽町,,4086,,1371,,1946,,441,,312,
2010100000,2010年度,20425,長野県 木祖村,,2672,,1014,,1173,,301,,176,
2010100000,2010年度,20429,長野県 王滝村,,814,,252,,325,,117,,118,
2010100000,2010年度,20430,長野県 大桑村,,3504,,1185,,1706,,344,,269,
2010100000,2010年度,20432,長野県 木曽町,,10782,,3500,,4969,,1245,,1024,
2010100000,2010年度,20446,長野県 麻績村,,2539,,782,,1293,,275,,184,
2010100000,2010年度,20448,長野県 生坂村,,1697,,535,,880,,169,,112,
2010100000,2010年度,20450,長野県 山形村,,6701,,1064,,3173,,941,,643,
2010100000,2010年度,20451,長野県 朝日村,,3777,,668,,2152,,544,,391,
2010100000,2010年度,20452,長野県 筑北村,,4459,,1257,,2372,,496,,334,
2010100000,2010年度,20481,長野県 池田町,,8619,,1690,,4685,,1233,,983,
2010100000,2010年度,20482,長野県 松川村,,8191,,1466,,4700,,1122,,870,
2010100000,2010年度,20485,長野県 白馬村,,7567,,1037,,3777,,1301,,1379,
2010100000,2010年度,20486,長野県 小谷村,,2751,,859,,1227,,359,,299,
2010100000,2010年度,20521,長野県 坂城町,,12925,,2309,,6808,,2019,,1686,
2010100000,2010年度,20541,長野県 小布施町,,9013,,1630,,4350,,1438,,1159,
2010100000,2010年度,20543,長野県 高山村,,6099,,1823,,2973,,734,,549,
2010100000,2010年度,20561,長野県 山ノ内町,,11577,,3612,,5479,,1363,,1020,
2010100000,2010年度,20562,長野県 木島平村,,4099,,1023,,2111,,562,,375,
2010100000,2010年度,20563,長野県 野沢温泉村,,3234,,1061,,1480,,402,,275,
2010100000,2010年度,20583,長野県 信濃町,,7887,,2185,,4001,,930,,703,
2010100000,2010年度,20588,長野県 小川村,,2612,,847,,1340,,236,,185,
2010100000,2010年度,20590,長野県 飯綱町,,9944,,2477,,5165,,1277,,940,
2010100000,2010年度,20602,長野県 栄村,,1956,,1020,,677,,166,,89,
2010100000,2010年度,21201,岐阜県 岐阜市,,326888,,60774,,136873,,42392,,62214,
2010100000,2010年度,21202,岐阜県 大垣市,,128111,,24957,,57724,,15682,,23016,
2010100000,2010年度,21203,岐阜県 高山市,,75384,,22203,,35166,,8633,,8067,
2010100000,2010年度,21204,岐阜県 多治見市,,89538,,17745,,39868,,12722,,15575,
2010100000,2010年度,21205,岐阜県 関市,,72354,,19017,,33769,,8798,,8805,
2010100000,2010年度,21206,岐阜県 中津川市,,65715,,16577,,34103,,6472,,6168,
2010100000,2010年度,21207,岐阜県 美濃市,,18885,,5675,,8491,,2022,,2133,
2010100000,2010年度,21208,岐阜県 瑞浪市,,32114,,7452,,14310,,4148,,4646,
2010100000,2010年度,21209,岐阜県 羽島市,,52844,,12564,,23672,,6259,,7365,
2010100000,2010年度,21210,岐阜県 恵那市,,44019,,11450,,22327,,4733,,4562,
2010100000,2010年度,21211,岐阜県 美濃加茂市,,42799,,9175,,20632,,5264,,5706,
2010100000,2010年度,21212,岐阜県 土岐市,,49265,,12371,,22804,,5961,,6127,
2010100000,2010年度,21213,岐阜県 各務原市,,115585,,19566,,50225,,15139,,19745,
2010100000,2010年度,21214,岐阜県 可児市,,77631,,14039,,34963,,10021,,12526,
2010100000,2010年度,21215,岐阜県 山県市,,24263,,6695,,10696,,2280,,2332,
2010100000,2010年度,21216,岐阜県 瑞穂市,,39157,,6475,,18252,,5563,,7463,
2010100000,2010年度,21217,岐阜県 飛騨市,,22396,,7576,,10695,,2207,,1824,
2010100000,2010年度,21218,岐阜県 本巣市,,27542,,6259,,13373,,3344,,3945,
2010100000,2010年度,21219,岐阜県 郡上市,,36896,,13376,,15718,,4121,,2819,
2010100000,2010年度,21220,岐阜県 下呂市,,30338,,10506,,14405,,2818,,2281,
2010100000,2010年度,21221,岐阜県 海津市,,30875,,7670,,15710,,3431,,3625,
2010100000,2010年度,21302,岐阜県 岐南町,,18756,,3707,,8930,,2312,,3018,
2010100000,2010年度,21303,岐阜県 笠松町,,18268,,4037,,8107,,2362,,2919,
2010100000,2010年度,21341,岐阜県 養老町,,25292,,6907,,12711,,2541,,2997,
2010100000,2010年度,21361,岐阜県 垂井町,,22847,,5113,,10284,,2812,,3328,
2010100000,2010年度,21362,岐阜県 関ケ原町,,6746,,1908,,3193,,774,,822,
2010100000,2010年度,21381,岐阜県 神戸町,,16140,,3656,,7873,,1961,,2301,
2010100000,2010年度,21382,岐阜県 輪之内町,,7912,,1817,,3752,,925,,976,
2010100000,2010年度,21383,岐阜県 安八町,,11989,,2645,,5783,,1447,,1855,
2010100000,2010年度,21401,岐阜県 揖斐川町,,19718,,5841,,8736,,2074,,2405,
2010100000,2010年度,21403,岐阜県 大野町,,18509,,4055,,8822,,2170,,2372,
2010100000,2010年度,21404,岐阜県 池田町,,19426,,4434,,9250,,2487,,2848,
2010100000,2010年度,21421,岐阜県 北方町,,14204,,2820,,6983,,2007,,2347,
2010100000,2010年度,21501,岐阜県 坂祝町,,6633,,1396,,3443,,775,,743,
2010100000,2010年度,21502,岐阜県 富加町,,4490,,1203,,2240,,491,,500,
2010100000,2010年度,21503,岐阜県 川辺町,,8535,,2262,,3948,,944,,875,
2010100000,2010年度,21504,岐阜県 七宗町,,3832,,1491,,1779,,287,,238,
2010100000,2010年度,21505,岐阜県 八百津町,,10045,,3587,,4478,,1049,,901,
2010100000,2010年度,21506,岐阜県 白川町,,8110,,3937,,3078,,668,,397,
2010100000,2010年度,21507,岐阜県 東白川村,,2174,,1021,,876,,180,,93,
2010100000,2010年度,21521,岐阜県 御嵩町,,15386,,3698,,7420,,1621,,1595,
2010100000,2010年度,21604,岐阜県 白川村,,1392,,565,,533,,144,,144,
2010100000,2010年度,22100,静岡県 静岡市,,580909,,116509,,250449,,74375,,97167,
2010100000,2010年度,22101,静岡県 静岡市 葵区,,209176,,43286,,87085,,27155,,36591,
2010100000,2010年度,22102,静岡県 静岡市 駿河区,,169001,,31064,,71674,,22626,,30932,
2010100000,2010年度,22103,静岡県 静岡市 清水区,,202732,,42159,,91690,,24594,,29644,
2010100000,2010年度,22130,静岡県 浜松市,,640583,,131645,,272209,,86520,,102974,
2010100000,2010年度,22131,静岡県 浜松市 中区,,188969,,30483,,74016,,26731,,38576,
2010100000,2010年度,22132,静岡県 浜松市 東区,,99797,,20639,,43972,,14037,,16129,
2010100000,2010年度,22133,静岡県 浜松市 西区,,90584,,20578,,40055,,12835,,14607,
2010100000,2010年度,22134,静岡県 浜松市 南区,,82512,,18006,,35462,,10813,,12167,
2010100000,2010年度,22135,静岡県 浜松市 北区,,76060,,15625,,33650,,9680,,9397,
2010100000,2010年度,22136,静岡県 浜松市 浜北区,,73141,,16979,,33424,,9702,,9613,
2010100000,2010年度,22137,静岡県 浜松市 天竜区,,29520,,9335,,11630,,2722,,2485,
2010100000,2010年度,22203,静岡県 沼津市,,166910,,30389,,80999,,21675,,27694,
2010100000,2010年度,22205,静岡県 熱海市,,34922,,7364,,17329,,4013,,4955,
2010100000,2010年度,22206,静岡県 三島市,,89436,,12853,,40320,,12871,,18667,
2010100000,2010年度,22207,静岡県 富士宮市,,106626,,22358,,49720,,12432,,13974,
2010100000,2010年度,22208,静岡県 伊東市,,60303,,12573,,29956,,7101,,7918,
2010100000,2010年度,22209,静岡県 島田市,,81714,,20009,,38773,,9306,,9793,
2010100000,2010年度,22210,静岡県 富士市,,203890,,38052,,99487,,25937,,30934,
2010100000,2010年度,22211,静岡県 磐田市,,135316,,29933,,61392,,17005,,20682,
2010100000,2010年度,22212,静岡県 焼津市,,116275,,26682,,57058,,13381,,14871,
2010100000,2010年度,22213,静岡県 掛川市,,93435,,21657,,45505,,11664,,13610,
2010100000,2010年度,22214,静岡県 藤枝市,,114824,,22508,,53685,,14927,,18330,
2010100000,2010年度,22215,静岡県 御殿場市,,71102,,11699,,34918,,8797,,10162,
2010100000,2010年度,22216,静岡県 袋井市,,67503,,14955,,32154,,8446,,9240,
2010100000,2010年度,22219,静岡県 下田市,,21481,,5817,,10022,,2608,,2554,
2010100000,2010年度,22220,静岡県 裾野市,,43176,,6521,,22063,,6047,,7869,
2010100000,2010年度,22221,静岡県 湖西市,,48439,,9850,,21411,,5858,,6215,
2010100000,2010年度,22222,静岡県 伊豆市,,29098,,7358,,14346,,3675,,3290,
2010100000,2010年度,22223,静岡県 御前崎市,,28166,,7796,,13852,,3064,,2633,
2010100000,2010年度,22224,静岡県 菊川市,,37904,,8645,,18477,,4435,,4733,
2010100000,2010年度,22225,静岡県 伊豆の国市,,40466,,8622,,19792,,5552,,5646,
2010100000,2010年度,22226,静岡県 牧之原市,,40241,,10921,,19108,,4146,,4128,
2010100000,2010年度,22301,静岡県 東伊豆町,,12125,,3001,,6305,,1450,,1315,
2010100000,2010年度,22302,静岡県 河津町,,6769,,2014,,3245,,788,,708,
2010100000,2010年度,22304,静岡県 南伊豆町,,8245,,2789,,3536,,867,,783,
2010100000,2010年度,22305,静岡県 松崎町,,6594,,2348,,2883,,718,,629,
2010100000,2010年度,22306,静岡県 西伊豆町,,8367,,3834,,3078,,841,,574,
2010100000,2010年度,22325,静岡県 函南町,,31592,,6001,,16199,,4380,,4615,
2010100000,2010年度,22341,静岡県 清水町,,25409,,3942,,12772,,3826,,4246,
2010100000,2010年度,22342,静岡県 長泉町,,31416,,4719,,14615,,4702,,7110,
2010100000,2010年度,22344,静岡県 小山町,,16792,,3207,,9089,,1982,,2441,
2010100000,2010年度,22424,静岡県 吉田町,,23472,,5959,,10939,,2639,,2844,
2010100000,2010年度,22429,静岡県 川根本町,,7103,,3149,,2869,,603,,457,
2010100000,2010年度,22461,静岡県 森町,,16129,,4513,,8067,,1836,,1606,
2010100000,2010年度,23100,愛知県 名古屋市,,1789598,,239359,,584091,,238669,,392223,
2010100000,2010年度,23101,愛知県 名古屋市 千種区,,125631,,9283,,32406,,18331,,40102,
2010100000,2010年度,23102,愛知県 名古屋市 東区,,58857,,5817,,19768,,8661,,17038,
2010100000,2010年度,23103,愛知県 名古屋市 北区,,135335,,22894,,49614,,16605,,24048,
2010100000,2010年度,23104,愛知県 名古屋市 西区,,117301,,15986,,37820,,15200,,23592,
2010100000,2010年度,23105,愛知県 名古屋市 中村区,,112774,,16122,,35736,,13403,,19693,
2010100000,2010年度,23106,愛知県 名古屋市 中区,,59360,,4822,,15403,,7879,,15002,
2010100000,2010年度,23107,愛知県 名古屋市 昭和区,,80519,,6114,,21137,,11977,,26269,
2010100000,2010年度,23108,愛知県 名古屋市 瑞穂区,,84460,,8890,,24755,,11967,,23102,
2010100000,2010年度,23109,愛知県 名古屋市 熱田区,,53359,,7445,,17414,,6906,,11261,
2010100000,2010年度,23110,愛知県 名古屋市 中川区,,175975,,28425,,60710,,20742,,25209,
2010100000,2010年度,23111,愛知県 名古屋市 港区,,119991,,26515,,47053,,11976,,11986,
2010100000,2010年度,23112,愛知県 名古屋市 南区,,115770,,27047,,49332,,12814,,16981,
2010100000,2010年度,23113,愛知県 名古屋市 守山区,,131932,,17070,,44422,,18337,,26639,
2010100000,2010年度,23114,愛知県 名古屋市 緑区,,176080,,21778,,58788,,26450,,40562,
2010100000,2010年度,23115,愛知県 名古屋市 名東区,,121767,,8397,,31876,,19054,,37239,
2010100000,2010年度,23116,愛知県 名古屋市 天白区,,120487,,12754,,37857,,18367,,33500,
2010100000,2010年度,23201,愛知県 豊橋市,,295107,,50711,,122420,,36379,,45095,
2010100000,2010年度,23202,愛知県 岡崎市,,292025,,52892,,118907,,37501,,54000,
2010100000,2010年度,23203,愛知県 一宮市,,297271,,53881,,113234,,37156,,47610,
2010100000,2010年度,23204,愛知県 瀬戸市,,104429,,17922,,35722,,13784,,17959,
2010100000,2010年度,23205,愛知県 半田市,,92927,,19506,,37458,,11745,,15931,
2010100000,2010年度,23206,愛知県 春日井市,,239611,,34241,,87409,,33439,,48559,
2010100000,2010年度,23207,愛知県 豊川市,,144050,,29450,,66101,,18624,,22058,
2010100000,2010年度,23208,愛知県 津島市,,51634,,10831,,22683,,6395,,8017,
2010100000,2010年度,23209,愛知県 碧南市,,56821,,15526,,24686,,6156,,7172,
2010100000,2010年度,23210,愛知県 刈谷市,,113904,,17858,,43353,,14708,,24332,
2010100000,2010年度,23211,愛知県 豊田市,,329176,,55884,,140025,,38782,,51780,
2010100000,2010年度,23212,愛知県 安城市,,138135,,21870,,50696,,18152,,25517,
2010100000,2010年度,23213,愛知県 西尾市,,131390,,36024,,58214,,15619,,17733,
2010100000,2010年度,23214,愛知県 蒲郡市,,65701,,17485,,26718,,8059,,9715,
2010100000,2010年度,23215,愛知県 犬山市,,59972,,9771,,21981,,7985,,11065,
2010100000,2010年度,23216,愛知県 常滑市,,43923,,8832,,16107,,5816,,6921,
2010100000,2010年度,23217,愛知県 江南市,,78670,,14209,,29771,,10388,,13455,
2010100000,2010年度,23219,愛知県 小牧市,,115863,,19979,,49631,,15184,,20151,
2010100000,2010年度,23220,愛知県 稲沢市,,108442,,18387,,41412,,14528,,19892,
2010100000,2010年度,23221,愛知県 新城市,,41060,,10871,,20061,,4734,,4839,
2010100000,2010年度,23222,愛知県 東海市,,84877,,17616,,39280,,10808,,12882,
2010100000,2010年度,23223,愛知県 大府市,,66383,,10184,,24565,,9423,,14658,
2010100000,2010年度,23224,愛知県 知多市,,67142,,11105,,26553,,9008,,11070,
2010100000,2010年度,23225,愛知県 知立市,,53539,,8010,,19938,,6677,,10642,
2010100000,2010年度,23226,愛知県 尾張旭市,,62977,,7446,,21775,,9817,,14562,
2010100000,2010年度,23227,愛知県 高浜市,,33914,,8370,,14793,,3650,,4118,
2010100000,2010年度,23228,愛知県 岩倉市,,37965,,6583,,15256,,5109,,7676,
2010100000,2010年度,23229,愛知県 豊明市,,54849,,8869,,20346,,7410,,9987,
2010100000,2010年度,23230,愛知県 日進市,,61810,,5330,,18072,,10575,,18613,
2010100000,2010年度,23231,愛知県 田原市,,52289,,9657,,24813,,5796,,4779,
2010100000,2010年度,23232,愛知県 愛西市,,51416,,12322,,23950,,6489,,7756,
2010100000,2010年度,23233,愛知県 清須市,,51911,,8848,,19378,,7239,,10217,
2010100000,2010年度,23234,愛知県 北名古屋市,,64290,,11249,,24891,,8590,,11505,
2010100000,2010年度,23235,愛知県 弥富市,,34094,,5906,,12544,,4400,,5280,
2010100000,2010年度,23236,愛知県 みよし市,,44491,,6981,,14694,,6093,,9790,
2010100000,2010年度,23237,愛知県 あま市,,68474,,12512,,26185,,8489,,10107,
2010100000,2010年度,23238,愛知県 長久手市,,36430,,2813,,10415,,6571,,12341,
2010100000,2010年度,23302,愛知県 東郷町,,32075,,4591,,13181,,5079,,7482,
2010100000,2010年度,23342,愛知県 豊山町,,11421,,2918,,4551,,1470,,1625,
2010100000,2010年度,23361,愛知県 大口町,,17416,,3820,,7443,,2449,,3150,
2010100000,2010年度,23362,愛知県 扶桑町,,26454,,4925,,11254,,4046,,5367,
2010100000,2010年度,23424,愛知県 大治町,,22977,,3936,,8930,,2953,,3104,
2010100000,2010年度,23425,愛知県 蟹江町,,29088,,5255,,11212,,3970,,5176,
2010100000,2010年度,23427,愛知県 飛島村,,3697,,1104,,1537,,477,,536,
2010100000,2010年度,23441,愛知県 阿久比町,,20379,,4348,,8218,,2583,,3458,
2010100000,2010年度,23442,愛知県 東浦町,,39023,,7274,,15310,,5039,,6763,
2010100000,2010年度,23445,愛知県 南知多町,,17154,,7252,,6625,,1316,,1255,
2010100000,2010年度,23446,愛知県 美浜町,,18520,,4985,,8634,,2262,,2350,
2010100000,2010年度,23447,愛知県 武豊町,,33207,,7181,,14413,,3898,,4624,
2010100000,2010年度,23501,愛知県 幸田町,,29520,,5657,,12144,,3653,,4216,
2010100000,2010年度,23561,愛知県 設楽町,,5060,,1700,,2285,,503,,490,
2010100000,2010年度,23562,愛知県 東栄町,,3367,,1188,,1594,,287,,262,
2010100000,2010年度,23563,愛知県 豊根村,,1189,,420,,427,,114,,104,
2010100000,2010年度,24201,三重県 津市,,227424,,45445,,97132,,28268,,40360,
2010100000,2010年度,24202,三重県 四日市市,,245428,,39901,,95973,,26513,,40010,
2010100000,2010年度,24203,三重県 伊勢市,,104945,,24383,,48603,,10998,,14235,
2010100000,2010年度,24204,三重県 松阪市,,136254,,29708,,57926,,14689,,17885,
2010100000,2010年度,24205,三重県 桑名市,,109942,,18918,,44961,,14365,,21624,
2010100000,2010年度,24207,三重県 鈴鹿市,,155145,,26099,,63509,,16376,,20693,
2010100000,2010年度,24208,三重県 名張市,,64538,,8654,,32286,,8644,,10948,
2010100000,2010年度,24209,三重県 尾鷲市,,17177,,6795,,6668,,1582,,1532,
2010100000,2010年度,24210,三重県 亀山市,,41029,,6685,,17211,,4193,,5594,
2010100000,2010年度,24211,三重県 鳥羽市,,17690,,6573,,7649,,1326,,1489,
2010100000,2010年度,24212,三重県 熊野市,,16488,,6416,,6729,,1619,,1550,
2010100000,2010年度,24214,三重県 いなべ市,,36788,,9514,,18682,,3622,,4015,
2010100000,2010年度,24215,三重県 志摩市,,45841,,18065,,19141,,3792,,3196,
2010100000,2010年度,24216,三重県 伊賀市,,79976,,14081,,34624,,7608,,9739,
2010100000,2010年度,24303,三重県 木曽岬町,,5628,,1736,,2814,,555,,444,
2010100000,2010年度,24324,三重県 東員町,,20857,,3823,,10634,,2547,,3005,
2010100000,2010年度,24341,三重県 菰野町,,31372,,6763,,14305,,3197,,3909,
2010100000,2010年度,24343,三重県 朝日町,,7169,,987,,3330,,1079,,1558,
2010100000,2010年度,24344,三重県 川越町,,10811,,1962,,5157,,1411,,1684,
2010100000,2010年度,24441,三重県 多気町,,12674,,3142,,5960,,1293,,1395,
2010100000,2010年度,24442,三重県 明和町,,18428,,4592,,9405,,1953,,2049,
2010100000,2010年度,24443,三重県 大台町,,8664,,3006,,3912,,774,,765,
2010100000,2010年度,24461,三重県 玉城町,,12094,,2333,,5694,,1231,,1304,
2010100000,2010年度,24470,三重県 度会町,,7116,,2396,,3384,,633,,601,
2010100000,2010年度,24471,三重県 大紀町,,8524,,3915,,3395,,628,,572,
2010100000,2010年度,24472,三重県 南伊勢町,,12974,,6764,,4506,,915,,651,
2010100000,2010年度,24543,三重県 紀北町,,15968,,6213,,6425,,1319,,1198,
2010100000,2010年度,24561,三重県 御浜町,,7702,,2805,,3074,,917,,754,
2010100000,2010年度,24562,三重県 紀宝町,,9721,,3092,,4462,,977,,634,
2010100000,2010年度,25201,滋賀県 大津市,,261140,,29582,,90347,,38456,,60586,
2010100000,2010年度,25202,滋賀県 彦根市,,85480,,12244,,33954,,12145,,14494,
2010100000,2010年度,25203,滋賀県 長浜市,,96951,,24336,,41368,,13126,,13448,
2010100000,2010年度,25204,滋賀県 近江八幡市,,64940,,12390,,28982,,8969,,10959,
2010100000,2010年度,25206,滋賀県 草津市,,95744,,10704,,35839,,14672,,23295,
2010100000,2010年度,25207,滋賀県 守山市,,57040,,7422,,24229,,9828,,13453,
2010100000,2010年度,25208,滋賀県 栗東市,,47583,,6456,,20929,,7790,,9878,
2010100000,2010年度,25209,滋賀県 甲賀市,,72598,,14082,,33811,,9855,,9672,
2010100000,2010年度,25210,滋賀県 野洲市,,38979,,5006,,16789,,5777,,7638,
2010100000,2010年度,25211,滋賀県 湖南市,,42817,,7297,,20538,,5432,,5654,
2010100000,2010年度,25212,滋賀県 高島市,,42768,,13545,,17745,,5134,,4924,
2010100000,2010年度,25213,滋賀県 東近江市,,90094,,19078,,41360,,11555,,10806,
2010100000,2010年度,25214,滋賀県 米原市,,31743,,6333,,13544,,4180,,4480,
2010100000,2010年度,25383,滋賀県 日野町,,18645,,4456,,7589,,1997,,1919,
2010100000,2010年度,25384,滋賀県 竜王町,,10357,,2226,,5572,,1319,,1199,
2010100000,2010年度,25425,滋賀県 愛荘町,,15481,,2940,,7419,,1935,,2068,
2010100000,2010年度,25441,滋賀県 豊郷町,,6047,,1785,,2561,,610,,491,
2010100000,2010年度,25442,滋賀県 甲良町,,6100,,1973,,2956,,604,,468,
2010100000,2010年度,25443,滋賀県 多賀町,,6322,,1586,,3050,,821,,735,
2010100000,2010年度,26100,京都府 京都市,,1134176,,134014,,376389,,145718,,241086,
2010100000,2010年度,26101,京都府 京都市 北区,,88923,,9859,,28371,,11903,,21255,
2010100000,2010年度,26102,京都府 京都市 上京区,,62296,,7064,,20185,,7962,,15926,
2010100000,2010年度,26103,京都府 京都市 左京区,,121681,,10714,,35194,,16592,,37367,
2010100000,2010年度,26104,京都府 京都市 中京区,,79119,,7516,,24438,,11018,,21219,
2010100000,2010年度,26105,京都府 京都市 東山区,,32531,,4205,,10507,,3640,,6300,
2010100000,2010年度,26106,京都府 京都市 下京区,,63204,,5840,,18128,,8058,,14989,
2010100000,2010年度,26107,京都府 京都市 南区,,80198,,12969,,30646,,9203,,12656,
2010100000,2010年度,26108,京都府 京都市 右京区,,157745,,19956,,55412,,20803,,29414,
2010100000,2010年度,26109,京都府 京都市 伏見区,,221794,,29925,,75457,,25560,,36661,
2010100000,2010年度,26110,京都府 京都市 山科区,,108669,,14485,,38274,,13345,,17800,
2010100000,2010年度,26111,京都府 京都市 西京区,,118016,,11481,,39777,,17634,,27499,
2010100000,2010年度,26201,京都府 福知山市,,64354,,10153,,29191,,8068,,8834,
2010100000,2010年度,26202,京都府 舞鶴市,,71752,,11951,,30636,,7834,,8070,
2010100000,2010年度,26203,京都府 綾部市,,29822,,7298,,13893,,3575,,3571,
2010100000,2010年度,26204,京都府 宇治市,,148492,,17493,,55391,,20541,,29434,
2010100000,2010年度,26205,京都府 宮津市,,16805,,3482,,6664,,1804,,1971,
2010100000,2010年度,26206,京都府 亀岡市,,71675,,9553,,28651,,10307,,11703,
2010100000,2010年度,26207,京都府 城陽市,,64288,,8497,,26237,,8863,,11622,
2010100000,2010年度,26208,京都府 向日市,,42946,,5813,,18105,,6844,,9809,
2010100000,2010年度,26209,京都府 長岡京市,,62108,,6381,,24987,,10517,,18644,
2010100000,2010年度,26210,京都府 八幡市,,59383,,7994,,24206,,8809,,13363,
2010100000,2010年度,26211,京都府 京田辺市,,47349,,5033,,17381,,7496,,12221,
2010100000,2010年度,26212,京都府 京丹後市,,48378,,12136,,23085,,5603,,4721,
2010100000,2010年度,26213,京都府 南丹市,,27269,,5908,,12109,,3585,,3798,
2010100000,2010年度,26214,京都府 木津川市,,52959,,4919,,20631,,8883,,14241,
2010100000,2010年度,26303,京都府 大山崎町,,11951,,1222,,5138,,2059,,3104,
2010100000,2010年度,26322,京都府 久御山町,,12763,,2392,,5548,,1629,,1773,
2010100000,2010年度,26343,京都府 井手町,,6933,,1481,,2647,,804,,827,
2010100000,2010年度,26344,京都府 宇治田原町,,7581,,1820,,3468,,1007,,989,
2010100000,2010年度,26364,京都府 笠置町,,1416,,393,,728,,147,,141,
2010100000,2010年度,26365,京都府 和束町,,3851,,1029,,1939,,383,,372,
2010100000,2010年度,26366,京都府 精華町,,26434,,2288,,9271,,4918,,8438,
2010100000,2010年度,26367,京都府 南山城村,,2705,,637,,1450,,294,,298,
2010100000,2010年度,26407,京都府 京丹波町,,13146,,3418,,6101,,1464,,1264,
2010100000,2010年度,26463,京都府 伊根町,,2115,,889,,915,,155,,126,
2010100000,2010年度,26465,京都府 与謝野町,,18990,,4959,,8390,,1868,,1723,
2010100000,2010年度,27100,大阪府 大阪市,,2181395,,290210,,718958,,245360,,338774,
2010100000,2010年度,27102,大阪府 大阪市 都島区,,83897,,9084,,26049,,10913,,16055,
2010100000,2010年度,27103,大阪府 大阪市 福島区,,55189,,5016,,17889,,7301,,11520,
2010100000,2010年度,27104,大阪府 大阪市 此花区,,53971,,9597,,19693,,5319,,5894,
2010100000,2010年度,27106,大阪府 大阪市 西区,,70915,,3917,,17290,,8670,,13978,
2010100000,2010年度,27107,大阪府 大阪市 港区,,69857,,11776,,23761,,7425,,8631,
2010100000,2010年度,27108,大阪府 大阪市 大正区,,57041,,10809,,22436,,5217,,5127,
2010100000,2010年度,27109,大阪府 大阪市 天王寺区,,54605,,3321,,13841,,7443,,14247,
2010100000,2010年度,27111,大阪府 大阪市 浪速区,,52875,,5671,,12585,,4635,,6103,
2010100000,2010年度,27113,大阪府 大阪市 西淀川区,,78396,,12359,,28333,,8952,,9959,
2010100000,2010年度,27114,大阪府 大阪市 東淀川区,,143082,,19737,,48220,,16810,,20312,
